2.57966527e-01	3.08149371e-02	
2.55961738e-01	1.17137541e-01	
3.21864204e-01	2.20749151e+00	
2.36774996e-02	2.55585774e-02	
9.84944829e-01	1.92572962e-01	
9.23390472e-01	8.36393028e-03	
1.87795123e-01	3.66669843e-02	
1.73632296e+00	1.68681742e-01	
7.48392779e-01	2.66535707e-02	
6.16975680e-03	3.75873324e-02	
4.53627347e-02	2.16757516e-02	
4.49769974e-03	4.26612986e-04	
1.24945206e-03	3.94718946e-05	
9.66393927e-02	4.84879213e-02	
9.17718073e-03	9.90679833e-04	
6.43227076e-03	2.97174397e-04	
9.72399291e-01	9.71970133e-03	
8.92429325e-01	2.64338956e-02	
4.44185698e+00	2.22007660e-01	
4.49424328e-03	7.35987606e-04	

