3.65923735e-01	2.88425117e-02	
1.82391735e-01	1.13963346e-01	
6.25500772e-05	5.09200383e+00	
5.37900316e-03	1.46168737e-02	
9.98966506e-01	3.58808548e-04	
9.19610763e-01	9.20914318e-03	
2.75752992e-01	4.24606986e-02	
1.63543790e+00	1.18943451e-01	
6.93569360e-01	2.72424533e-02	
3.05664621e-03	8.48371649e-03	
9.31480291e-02	5.72239873e-02	
4.18622943e-03	1.34203936e-04	
1.16458887e-03	3.69251571e-05	
1.79445734e-01	1.14424233e-01	
8.51756353e-03	4.78910100e-04	
5.58755537e-03	1.95782521e-04	
9.78040700e-01	1.08778842e-02	
9.41219857e-01	1.58937493e-02	
5.32715835e+00	2.82493649e-01	
5.43871918e-08	1.82145733e-03	

